index,Įstaigos_pavadinimas,Medikų_kiekis__VISO,Karantinuota__VISO,Medikų_kiekis_30___50_m_,Karantinuota_viso_30___50_m_,Medikų_kiekis_50__,Karantinuota_viso_50__,Medikai_reanimatologai__VISO,Karantinuota_reanimatologai__VISO,Atsarga,Apmokyti_medikai,FID,insert_timestamp
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 03:00:05.180562
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 03:00:05.180562
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 03:00:05.180562
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 03:00:05.180562
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 03:00:05.180562
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 03:00:05.180562
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 03:00:05.180562
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 03:00:05.180562
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 03:00:05.180562
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 03:00:05.180562
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 03:00:05.180562
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 03:00:05.180562
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 03:00:05.180562
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 03:00:05.180562
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 03:00:05.180562
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 03:00:05.180562
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 03:00:05.180562
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 03:00:05.180562
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 03:00:05.180562
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 03:00:05.180562
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 03:00:05.180562
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 03:00:05.180562
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 03:00:05.180562
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 03:00:05.180562
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 03:00:05.180562
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 03:00:05.180562
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 03:00:05.180562
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 03:00:05.180562
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 03:00:05.180562
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 03:00:05.180562
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 03:00:05.180562
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 03:00:05.180562
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 03:00:05.180562
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 03:00:05.180562
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 03:00:05.180562
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 03:00:05.180562
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 03:00:05.180562
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 03:00:05.180562
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 04:00:06.018897
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 04:00:06.018897
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 04:00:06.018897
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 04:00:06.018897
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 04:00:06.018897
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 04:00:06.018897
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 04:00:06.018897
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 04:00:06.018897
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 04:00:06.018897
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 04:00:06.018897
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 04:00:06.018897
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 04:00:06.018897
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 04:00:06.018897
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 04:00:06.018897
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 04:00:06.018897
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 04:00:06.018897
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 04:00:06.018897
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 04:00:06.018897
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 04:00:06.018897
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 04:00:06.018897
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 04:00:06.018897
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 04:00:06.018897
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 04:00:06.018897
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 04:00:06.018897
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 04:00:06.018897
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 04:00:06.018897
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 04:00:06.018897
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 04:00:06.018897
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 04:00:06.018897
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 04:00:06.018897
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 04:00:06.018897
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 04:00:06.018897
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 04:00:06.018897
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 04:00:06.018897
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 04:00:06.018897
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 04:00:06.018897
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 04:00:06.018897
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 04:00:06.018897
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 05:00:03.849468
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 05:00:03.849468
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 05:00:03.849468
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 05:00:03.849468
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 05:00:03.849468
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 05:00:03.849468
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 05:00:03.849468
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 05:00:03.849468
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 05:00:03.849468
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 05:00:03.849468
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 05:00:03.849468
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 05:00:03.849468
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 05:00:03.849468
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 05:00:03.849468
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 05:00:03.849468
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 05:00:03.849468
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 05:00:03.849468
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 05:00:03.849468
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 05:00:03.849468
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 05:00:03.849468
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 05:00:03.849468
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 05:00:03.849468
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 05:00:03.849468
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 05:00:03.849468
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 05:00:03.849468
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 05:00:03.849468
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 05:00:03.849468
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 05:00:03.849468
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 05:00:03.849468
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 05:00:03.849468
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 05:00:03.849468
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 05:00:03.849468
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 05:00:03.849468
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 05:00:03.849468
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 05:00:03.849468
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 05:00:03.849468
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 05:00:03.849468
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 05:00:03.849468
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 12:00:07.653071
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 12:00:07.653071
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 12:00:07.653071
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 12:00:07.653071
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 12:00:07.653071
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 12:00:07.653071
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 12:00:07.653071
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 12:00:07.653071
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 12:00:07.653071
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 12:00:07.653071
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 12:00:07.653071
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 12:00:07.653071
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 12:00:07.653071
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 12:00:07.653071
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 12:00:07.653071
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 12:00:07.653071
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 12:00:07.653071
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 12:00:07.653071
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 12:00:07.653071
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 12:00:07.653071
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 12:00:07.653071
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 12:00:07.653071
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 12:00:07.653071
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 12:00:07.653071
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 12:00:07.653071
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 12:00:07.653071
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 12:00:07.653071
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 12:00:07.653071
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 12:00:07.653071
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 12:00:07.653071
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 12:00:07.653071
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 12:00:07.653071
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 12:00:07.653071
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 12:00:07.653071
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 12:00:07.653071
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 12:00:07.653071
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 12:00:07.653071
38,IĮ Stanaičių šeimos klinika,,,,,,,,,,,39,2020-03-24 12:00:07.653071
39,VšĮVilniaus rajono centrinė poliklinika,,,,,,,,,,,40,2020-03-24 12:00:07.653071
40,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,41,2020-03-24 12:00:07.653071
41,VšĮ Pal. kunigo Mykolo Sopočkos hospisas,,,,,,,,,,,42,2020-03-24 12:00:07.653071
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 13:00:04.175295
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 13:00:04.175295
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 13:00:04.175295
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 13:00:04.175295
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 13:00:04.175295
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 13:00:04.175295
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 13:00:04.175295
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 13:00:04.175295
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 13:00:04.175295
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 13:00:04.175295
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 13:00:04.175295
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 13:00:04.175295
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 13:00:04.175295
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 13:00:04.175295
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 13:00:04.175295
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 13:00:04.175295
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 13:00:04.175295
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 13:00:04.175295
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 13:00:04.175295
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 13:00:04.175295
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 13:00:04.175295
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 13:00:04.175295
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 13:00:04.175295
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 13:00:04.175295
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 13:00:04.175295
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 13:00:04.175295
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 13:00:04.175295
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 13:00:04.175295
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 13:00:04.175295
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 13:00:04.175295
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 13:00:04.175295
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 13:00:04.175295
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 13:00:04.175295
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 13:00:04.175295
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 13:00:04.175295
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 13:00:04.175295
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 13:00:04.175295
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 13:00:04.175295
38,IĮ Stanaičių šeimos klinika,,,,,,,,,,,39,2020-03-24 13:00:04.175295
39,VšĮVilniaus rajono centrinė poliklinika,,,,,,,,,,,40,2020-03-24 13:00:04.175295
40,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,41,2020-03-24 13:00:04.175295
41,VšĮ Pal. kunigo Mykolo Sopočkos hospisas,,,,,,,,,,,42,2020-03-24 13:00:04.175295
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 14:00:07.415294
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 14:00:07.415294
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 14:00:07.415294
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 14:00:07.415294
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 14:00:07.415294
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 14:00:07.415294
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 14:00:07.415294
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 14:00:07.415294
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 14:00:07.415294
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 14:00:07.415294
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 14:00:07.415294
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 14:00:07.415294
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 14:00:07.415294
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 14:00:07.415294
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 14:00:07.415294
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 14:00:07.415294
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 14:00:07.415294
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 14:00:07.415294
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 14:00:07.415294
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 14:00:07.415294
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 14:00:07.415294
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 14:00:07.415294
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 14:00:07.415294
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 14:00:07.415294
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 14:00:07.415294
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 14:00:07.415294
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 14:00:07.415294
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 14:00:07.415294
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 14:00:07.415294
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 14:00:07.415294
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 14:00:07.415294
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 14:00:07.415294
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 14:00:07.415294
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 14:00:07.415294
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 14:00:07.415294
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 14:00:07.415294
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 14:00:07.415294
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 14:00:07.415294
38,IĮ Stanaičių šeimos klinika,,,,,,,,,,,39,2020-03-24 14:00:07.415294
39,VšĮVilniaus rajono centrinė poliklinika,,,,,,,,,,,40,2020-03-24 14:00:07.415294
40,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,41,2020-03-24 14:00:07.415294
41,VšĮ Pal. kunigo Mykolo Sopočkos hospisas,,,,,,,,,,,42,2020-03-24 14:00:07.415294
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 15:00:05.474890
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 15:00:05.474890
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 15:00:05.474890
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 15:00:05.474890
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 15:00:05.474890
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 15:00:05.474890
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 15:00:05.474890
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 15:00:05.474890
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 15:00:05.474890
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 15:00:05.474890
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 15:00:05.474890
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 15:00:05.474890
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 15:00:05.474890
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 15:00:05.474890
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 15:00:05.474890
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 15:00:05.474890
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 15:00:05.474890
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 15:00:05.474890
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 15:00:05.474890
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 15:00:05.474890
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 15:00:05.474890
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 15:00:05.474890
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 15:00:05.474890
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 15:00:05.474890
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 15:00:05.474890
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 15:00:05.474890
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 15:00:05.474890
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 15:00:05.474890
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 15:00:05.474890
